ibge_code,city,state_uf,state_name,city_search
2928109,Santa Maria da Vitória,BA,Bahia,santa maria da vitoria
2928406,Santa Rita de Cássia,BA,Bahia,santa rita de cassia
2928505,Santa Terezinha,BA,Bahia,santa terezinha
2928000,Santaluz,BA,Bahia,santaluz
2928208,Santana,BA,Bahia,santana
2928307,Santanópolis,BA,Bahia,santanopolis
2928604,Santo Amaro,BA,Bahia,santo amaro
2928703,Santo Antônio de Jesus,BA,Bahia,santo antonio de jesus
2928802,Santo Estêvão,BA,Bahia,santo estevao
2928901,São Desidério,BA,Bahia,sao desiderio
2928950,São Domingos,BA,Bahia,sao domingos
2929107,São Felipe,BA,Bahia,sao felipe
2929008,São Félix,BA,Bahia,sao felix
2929057,São Félix do Coribe,BA,Bahia,sao felix do coribe
2929206,São Francisco do Conde,BA,Bahia,sao francisco do conde
2929255,São Gabriel,BA,Bahia,sao gabriel
2929305,São Gonçalo dos Campos,BA,Bahia,sao goncalo dos campos
2929354,São José da Vitória,BA,Bahia,sao jose da vitoria
2929370,São José do Jacuípe,BA,Bahia,sao jose do jacuipe
2929404,São Miguel das Matas,BA,Bahia,sao miguel das matas
2929503,São Sebastião do Passé,BA,Bahia,sao sebastiao do passe
2929602,Sapeaçu,BA,Bahia,sapeacu
2929701,Sátiro Dias,BA,Bahia,satiro dias
2929750,Saubara,BA,Bahia,saubara
2929800,Saúde,BA,Bahia,saude
2929909,Seabra,BA,Bahia,seabra
2930006,Sebastião Laranjeiras,BA,Bahia,sebastiao laranjeiras
2930105,Senhor do Bonfim,BA,Bahia,senhor do bonfim
2930204,Sento Sé,BA,Bahia,sento se
2930154,Serra do Ramalho,BA,Bahia,serra do ramalho
2930303,Serra Dourada,BA,Bahia,serra dourada
2930402,Serra Preta,BA,Bahia,serra preta
2930501,Serrinha,BA,Bahia,serrinha
2930600,Serrolândia,BA,Bahia,serrolandia
2930709,Simões Filho,BA,Bahia,simoes filho
2930758,Sítio do Mato,BA,Bahia,sitio do mato
2930766,Sítio do Quinto,BA,Bahia,sitio do quinto
2930774,Sobradinho,BA,Bahia,sobradinho
2930808,Souto Soares,BA,Bahia,souto soares
2930907,Tabocas do Brejo Velho,BA,Bahia,tabocas do brejo velho
2931004,Tanhaçu,BA,Bahia,tanhacu
2931053,Tanque Novo,BA,Bahia,tanque novo
2931103,Tanquinho,BA,Bahia,tanquinho
2931202,Taperoá,BA,Bahia,taperoa
2931301,Tapiramutá,BA,Bahia,tapiramuta
2931350,Teixeira de Freitas,BA,Bahia,teixeira de freitas
2931400,Teodoro Sampaio,BA,Bahia,teodoro sampaio
2931509,Teofilândia,BA,Bahia,teofilandia
2931608,Teolândia,BA,Bahia,teolandia
2931707,Terra Nova,BA,Bahia,terra nova
2931806,Tremedal,BA,Bahia,tremedal
2931905,Tucano,BA,Bahia,tucano
2932002,Uauá,BA,Bahia,uaua
2932101,Ubaíra,BA,Bahia,ubaira
2932200,Ubaitaba,BA,Bahia,ubaitaba
2932309,Ubatã,BA,Bahia,ubata
2932408,Uibaí,BA,Bahia,uibai
2932457,Umburanas,BA,Bahia,umburanas
2932507,Una,BA,Bahia,una
2932606,Urandi,BA,Bahia,urandi
2932705,Uruçuca,BA,Bahia,urucuca
2932804,Utinga,BA,Bahia,utinga
2932903,Valença,BA,Bahia,valenca
2933000,Valente,BA,Bahia,valente
2933059,Várzea da Roça,BA,Bahia,varzea da roca
2933109,Várzea do Poço,BA,Bahia,varzea do poco
2933158,Várzea Nova,BA,Bahia,varzea nova
2933174,Varzedo,BA,Bahia,varzedo
2933208,Vera Cruz,BA,Bahia,vera cruz
2933257,Vereda,BA,Bahia,vereda
2933307,Vitória da Conquista,BA,Bahia,vitoria da conquista
2933406,Wagner,BA,Bahia,wagner
2933455,Wanderley,BA,Bahia,wanderley
2933505,Wenceslau Guimarães,BA,Bahia,wenceslau guimaraes
2933604,Xique-Xique,BA,Bahia,xique-xique
2300101,Abaiara,CE,Ceará,abaiara
2300150,Acarape,CE,Ceará,acarape
2300200,Acaraú,CE,Ceará,acarau
2300309,Acopiara,CE,Ceará,acopiara
2300408,Aiuaba,CE,Ceará,aiuaba
2300507,Alcântaras,CE,Ceará,alcantaras
2300606,Altaneira,CE,Ceará,altaneira
2300705,Alto Santo,CE,Ceará,alto santo
2300754,Amontada,CE,Ceará,amontada
2300804,Antonina do Norte,CE,Ceará,antonina do norte
2300903,Apuiarés,CE,Ceará,apuiares
2301000,Aquiraz,CE,Ceará,aquiraz
2301109,Aracati,CE,Ceará,aracati
2301208,Aracoiaba,CE,Ceará,aracoiaba
2301257,Ararendá,CE,Ceará,ararenda
2301307,Araripe,CE,Ceará,araripe
2301406,Aratuba,CE,Ceará,aratuba
2301505,Arneiroz,CE,Ceará,arneiroz
2301604,Assaré,CE,Ceará,assare
2301703,Aurora,CE,Ceará,aurora
2301802,Baixio,CE,Ceará,baixio
2301851,Banabuiú,CE,Ceará,banabuiu
2301901,Barbalha,CE,Ceará,barbalha
2301950,Barreira,CE,Ceará,barreira
2302008,Barro,CE,Ceará,barro
2302057,Barroquinha,CE,Ceará,barroquinha
2302107,Baturité,CE,Ceará,baturite
2302206,Beberibe,CE,Ceará,beberibe
2302305,Bela Cruz,CE,Ceará,bela cruz
2302404,Boa Viagem,CE,Ceará,boa viagem
2302503,Brejo Santo,CE,Ceará,brejo santo
2302602,Camocim,CE,Ceará,camocim
2302701,Campos Sales,CE,Ceará,campos sales
2302800,Canindé,CE,Ceará,caninde
2302909,Capistrano,CE,Ceará,capistrano
2303006,Caridade,CE,Ceará,caridade
2303105,Cariré,CE,Ceará,carire
2303204,Caririaçu,CE,Ceará,caririacu
2303303,Cariús,CE,Ceará,carius
2303402,Carnaubal,CE,Ceará,carnaubal
2303501,Cascavel,CE,Ceará,cascavel
2303600,Catarina,CE,Ceará,catarina
2303659,Catunda,CE,Ceará,catunda
2303709,Caucaia,CE,Ceará,caucaia
2303808,Cedro,CE,Ceará,cedro
2303907,Chaval,CE,Ceará,chaval
2303931,Choró,CE,Ceará,choro
2303956,Chorozinho,CE,Ceará,chorozinho
2304004,Coreaú,CE,Ceará,coreau
2304103,Crateús,CE,Ceará,crateus
2304202,Crato,CE,Ceará,crato
2304236,Croatá,CE,Ceará,croata
2304251,Cruz,CE,Ceará,cruz
2304269,Deputado Irapuan Pinheiro,CE,Ceará,deputado irapuan pinheiro
2304277,Ereré,CE,Ceará,erere
2304285,Eusébio,CE,Ceará,eusebio
2304301,Farias Brito,CE,Ceará,farias brito
2304350,Forquilha,CE,Ceará,forquilha
2304400,Fortaleza,CE,Ceará,fortaleza
2304459,Fortim,CE,Ceará,fortim
2304509,Frecheirinha,CE,Ceará,frecheirinha
2304608,General Sampaio,CE,Ceará,general sampaio
2304657,Graça,CE,Ceará,graca
2304707,Granja,CE,Ceará,granja
2304806,Granjeiro,CE,Ceará,granjeiro
2304905,Groaíras,CE,Ceará,groairas
2304954,Guaiúba,CE,Ceará,guaiuba
2305001,Guaraciaba do Norte,CE,Ceará,guaraciaba do norte
2305100,Guaramiranga,CE,Ceará,guaramiranga
2305209,Hidrolândia,CE,Ceará,hidrolandia
2305233,Horizonte,CE,Ceará,horizonte
2305266,Ibaretama,CE,Ceará,ibaretama
2305308,Ibiapina,CE,Ceará,ibiapina
2305332,Ibicuitinga,CE,Ceará,ibicuitinga
2305357,Icapuí,CE,Ceará,icapui
2305407,Icó,CE,Ceará,ico
2305506,Iguatu,CE,Ceará,iguatu
2305605,Independência,CE,Ceará,independencia
2305654,Ipaporanga,CE,Ceará,ipaporanga
2305704,Ipaumirim,CE,Ceará,ipaumirim
2305803,Ipu,CE,Ceará,ipu
2305902,Ipueiras,CE,Ceará,ipueiras
2306009,Iracema,CE,Ceará,iracema
2306108,Irauçuba,CE,Ceará,iraucuba
2306207,Itaiçaba,CE,Ceará,itaicaba
2306256,Itaitinga,CE,Ceará,itaitinga
2306306,Itapajé,CE,Ceará,itapaje
2306405,Itapipoca,CE,Ceará,itapipoca
2306504,Itapiúna,CE,Ceará,itapiuna
2306553,Itarema,CE,Ceará,itarema
2306603,Itatira,CE,Ceará,itatira
2306702,Jaguaretama,CE,Ceará,jaguaretama
2306801,Jaguaribara,CE,Ceará,jaguaribara
2306900,Jaguaribe,CE,Ceará,jaguaribe
2307007,Jaguaruana,CE,Ceará,jaguaruana
2307106,Jardim,CE,Ceará,jardim
2307205,Jati,CE,Ceará,jati
2307254,Jijoca de Jericoacoara,CE,Ceará,jijoca de jericoacoara
2307304,Juazeiro do Norte,CE,Ceará,juazeiro do norte
2307403,Jucás,CE,Ceará,jucas
2307502,Lavras da Mangabeira,CE,Ceará,lavras da mangabeira
2307601,Limoeiro do Norte,CE,Ceará,limoeiro do norte
2307635,Madalena,CE,Ceará,madalena
2307650,Maracanaú,CE,Ceará,maracanau
2307700,Maranguape,CE,Ceará,maranguape
2307809,Marco,CE,Ceará,marco
2307908,Martinópole,CE,Ceará,martinopole
2308005,Massapê,CE,Ceará,massape
2308104,Mauriti,CE,Ceará,mauriti
2308203,Meruoca,CE,Ceará,meruoca
2308302,Milagres,CE,Ceará,milagres
2308351,Milhã,CE,Ceará,milha
2308377,Miraíma,CE,Ceará,miraima
2308401,Missão Velha,CE,Ceará,missao velha
2308500,Mombaça,CE,Ceará,mombaca
2308609,Monsenhor Tabosa,CE,Ceará,monsenhor tabosa
2308708,Morada Nova,CE,Ceará,morada nova
2308807,Moraújo,CE,Ceará,moraujo
2308906,Morrinhos,CE,Ceará,morrinhos
2309003,Mucambo,CE,Ceará,mucambo
2309102,Mulungu,CE,Ceará,mulungu
2309201,Nova Olinda,CE,Ceará,nova olinda
2309300,Nova Russas,CE,Ceará,nova russas
2309409,Novo Oriente,CE,Ceará,novo oriente
2309458,Ocara,CE,Ceará,ocara
2309508,Orós,CE,Ceará,oros
2309607,Pacajus,CE,Ceará,pacajus
2309706,Pacatuba,CE,Ceará,pacatuba
2309805,Pacoti,CE,Ceará,pacoti
2309904,Pacujá,CE,Ceará,pacuja
2310001,Palhano,CE,Ceará,palhano
2310100,Palmácia,CE,Ceará,palmacia
2310209,Paracuru,CE,Ceará,paracuru
2310258,Paraipaba,CE,Ceará,paraipaba
2310308,Parambu,CE,Ceará,parambu
2310407,Paramoti,CE,Ceará,paramoti
2310506,Pedra Branca,CE,Ceará,pedra branca
2310605,Penaforte,CE,Ceará,penaforte
2310704,Pentecoste,CE,Ceará,pentecoste
2310803,Pereiro,CE,Ceará,pereiro
2310852,Pindoretama,CE,Ceará,pindoretama
2310902,Piquet Carneiro,CE,Ceará,piquet carneiro
2310951,Pires Ferreira,CE,Ceará,pires ferreira
2311009,Poranga,CE,Ceará,poranga
2311108,Porteiras,CE,Ceará,porteiras
2311207,Potengi,CE,Ceará,potengi
2311231,Potiretama,CE,Ceará,potiretama
2311264,Quiterianópolis,CE,Ceará,quiterianopolis
2311306,Quixadá,CE,Ceará,quixada
2311355,Quixelô,CE,Ceará,quixelo
2311405,Quixeramobim,CE,Ceará,quixeramobim
2311504,Quixeré,CE,Ceará,quixere
2311603,Redenção,CE,Ceará,redencao
2311702,Reriutaba,CE,Ceará,reriutaba
2311801,Russas,CE,Ceará,russas
2311900,Saboeiro,CE,Ceará,saboeiro
2311959,Salitre,CE,Ceará,salitre
2312205,Santa Quitéria,CE,Ceará,santa quiteria
2312007,Santana do Acaraú,CE,Ceará,santana do acarau
2312106,Santana do Cariri,CE,Ceará,santana do cariri
2312304,São Benedito,CE,Ceará,sao benedito
2312403,São Gonçalo do Amarante,CE,Ceará,sao goncalo do amarante
2312502,São João do Jaguaribe,CE,Ceará,sao joao do jaguaribe
2312601,São Luís do Curu,CE,Ceará,sao luis do curu
2312700,Senador Pompeu,CE,Ceará,senador pompeu
2312809,Senador Sá,CE,Ceará,senador sa
2312908,Sobral,CE,Ceará,sobral
2313005,Solonópole,CE,Ceará,solonopole
2313104,Tabuleiro do Norte,CE,Ceará,tabuleiro do norte
2313203,Tamboril,CE,Ceará,tamboril
2313252,Tarrafas,CE,Ceará,tarrafas
2313302,Tauá,CE,Ceará,taua
2313351,Tejuçuoca,CE,Ceará,tejucuoca
2313401,Tianguá,CE,Ceará,tiangua
2313500,Trairi,CE,Ceará,trairi
2313559,Tururu,CE,Ceará,tururu
2313609,Ubajara,CE,Ceará,ubajara
2313708,Umari,CE,Ceará,umari
2313757,Umirim,CE,Ceará,umirim
2313807,Uruburetama,CE,Ceará,uruburetama
2313906,Uruoca,CE,Ceará,uruoca
2313955,Varjota,CE,Ceará,varjota
2314003,Várzea Alegre,CE,Ceará,varzea alegre
2314102,Viçosa do Ceará,CE,Ceará,vicosa do ceara
5300108,Brasília,DF,Distrito Federal,brasilia
3200102,Afonso Cláudio,ES,Espírito Santo,afonso claudio
3200169,Água Doce do Norte,ES,Espírito Santo,agua doce do norte
3200136,Águia Branca,ES,Espírito Santo,aguia branca
3200201,Alegre,ES,Espírito Santo,alegre
3200300,Alfredo Chaves,ES,Espírito Santo,alfredo chaves
3200359,Alto Rio Novo,ES,Espírito Santo,alto rio novo
3200409,Anchieta,ES,Espírito Santo,anchieta
3200508,Apiacá,ES,Espírito Santo,apiaca
3200607,Aracruz,ES,Espírito Santo,aracruz
3200706,Atílio Vivácqua,ES,Espírito Santo,atilio vivacqua
3200805,Baixo Guandu,ES,Espírito Santo,baixo guandu
3200904,Barra de São Francisco,ES,Espírito Santo,barra de sao francisco
3201001,Boa Esperança,ES,Espírito Santo,boa esperanca
3201100,Bom Jesus do Norte,ES,Espírito Santo,bom jesus do norte
3201159,Brejetuba,ES,Espírito Santo,brejetuba
3201209,Cachoeiro de Itapemirim,ES,Espírito Santo,cachoeiro de itapemirim
3201308,Cariacica,ES,Espírito Santo,cariacica
3201407,Castelo,ES,Espírito Santo,castelo
3201506,Colatina,ES,Espírito Santo,colatina
3201605,Conceição da Barra,ES,Espírito Santo,conceicao da barra
3201704,Conceição do Castelo,ES,Espírito Santo,conceicao do castelo
3201803,Divino de São Lourenço,ES,Espírito Santo,divino de sao lourenco
3201902,Domingos Martins,ES,Espírito Santo,domingos martins
3202009,Dores do Rio Preto,ES,Espírito Santo,dores do rio preto
3202108,Ecoporanga,ES,Espírito Santo,ecoporanga
3202207,Fundão,ES,Espírito Santo,fundao
3202256,Governador Lindenberg,ES,Espírito Santo,governador lindenberg
3202306,Guaçuí,ES,Espírito Santo,guacui
3202405,Guarapari,ES,Espírito Santo,guarapari
3202454,Ibatiba,ES,Espírito Santo,ibatiba
3202504,Ibiraçu,ES,Espírito Santo,ibiracu
3202553,Ibitirama,ES,Espírito Santo,ibitirama
3202603,Iconha,ES,Espírito Santo,iconha
3202652,Irupi,ES,Espírito Santo,irupi
3202702,Itaguaçu,ES,Espírito Santo,itaguacu
3202801,Itapemirim,ES,Espírito Santo,itapemirim
3202900,Itarana,ES,Espírito Santo,itarana
3203007,Iúna,ES,Espírito Santo,iuna
3203056,Jaguaré,ES,Espírito Santo,jaguare
3203106,Jerônimo Monteiro,ES,Espírito Santo,jeronimo monteiro
3203130,João Neiva,ES,Espírito Santo,joao neiva
3203163,Laranja da Terra,ES,Espírito Santo,laranja da terra
3203205,Linhares,ES,Espírito Santo,linhares
3203304,Mantenópolis,ES,Espírito Santo,mantenopolis
3203320,Marataízes,ES,Espírito Santo,marataizes
3203346,Marechal Floriano,ES,Espírito Santo,marechal floriano
3203353,Marilândia,ES,Espírito Santo,marilandia
3203403,Mimoso do Sul,ES,Espírito Santo,mimoso do sul
3203502,Montanha,ES,Espírito Santo,montanha
3203601,Mucurici,ES,Espírito Santo,mucurici
3203700,Muniz Freire,ES,Espírito Santo,muniz freire
3203809,Muqui,ES,Espírito Santo,muqui
3203908,Nova Venécia,ES,Espírito Santo,nova venecia
3204005,Pancas,ES,Espírito Santo,pancas
3204054,Pedro Canário,ES,Espírito Santo,pedro canario
3204104,Pinheiros,ES,Espírito Santo,pinheiros
3204203,Piúma,ES,Espírito Santo,piuma
3204252,Ponto Belo,ES,Espírito Santo,ponto belo
3204302,Presidente Kennedy,ES,Espírito Santo,presidente kennedy
3204351,Rio Bananal,ES,Espírito Santo,rio bananal
3204401,Rio Novo do Sul,ES,Espírito Santo,rio novo do sul
3204500,Santa Leopoldina,ES,Espírito Santo,santa leopoldina
3204559,Santa Maria de Jetibá,ES,Espírito Santo,santa maria de jetiba
3204609,Santa Teresa,ES,Espírito Santo,santa teresa
3204658,São Domingos do Norte,ES,Espírito Santo,sao domingos do norte
3204708,São Gabriel da Palha,ES,Espírito Santo,sao gabriel da palha
3204807,São José do Calçado,ES,Espírito Santo,sao jose do calcado
3204906,São Mateus,ES,Espírito Santo,sao mateus
3204955,São Roque do Canaã,ES,Espírito Santo,sao roque do canaa
3205002,Serra,ES,Espírito Santo,serra
3205010,Sooretama,ES,Espírito Santo,sooretama
3205036,Vargem Alta,ES,Espírito Santo,vargem alta
3205069,Venda Nova do Imigrante,ES,Espírito Santo,venda nova do imigrante
3205101,Viana,ES,Espírito Santo,viana
3205150,Vila Pavão,ES,Espírito Santo,vila pavao
3205176,Vila Valério,ES,Espírito Santo,vila valerio
3205200,Vila Velha,ES,Espírito Santo,vila velha
3205309,Vitória,ES,Espírito Santo,vitoria
5200050,Abadia de Goiás,GO,Goiás,abadia de goias
5200100,Abadiânia,GO,Goiás,abadiania
5200134,Acreúna,GO,Goiás,acreuna
5200159,Adelândia,GO,Goiás,adelandia
5200175,Água Fria de Goiás,GO,Goiás,agua fria de goias
5200209,Água Limpa,GO,Goiás,agua limpa
5200258,Águas Lindas de Goiás,GO,Goiás,aguas lindas de goias
5200308,Alexânia,GO,Goiás,alexania
5200506,Aloândia,GO,Goiás,aloandia
5200555,Alto Horizonte,GO,Goiás,alto horizonte
5200605,Alto Paraíso de Goiás,GO,Goiás,alto paraiso de goias
5200803,Alvorada do Norte,GO,Goiás,alvorada do norte
5200829,Amaralina,GO,Goiás,amaralina
5200852,Americano do Brasil,GO,Goiás,americano do brasil
5200902,Amorinópolis,GO,Goiás,amorinopolis
5201108,Anápolis,GO,Goiás,anapolis
5201207,Anhanguera,GO,Goiás,anhanguera
5201306,Anicuns,GO,Goiás,anicuns
5201405,Aparecida de Goiânia,GO,Goiás,aparecida de goiania
5201454,Aparecida do Rio Doce,GO,Goiás,aparecida do rio doce
5201504,Aporé,GO,Goiás,apore
5201603,Araçu,GO,Goiás,aracu
5201702,Aragarças,GO,Goiás,aragarcas
5201801,Aragoiânia,GO,Goiás,aragoiania
5202155,Araguapaz,GO,Goiás,araguapaz
5202353,Arenópolis,GO,Goiás,arenopolis
5202502,Aruanã,GO,Goiás,aruana
5202601,Aurilândia,GO,Goiás,aurilandia
5202809,Avelinópolis,GO,Goiás,avelinopolis
5203104,Baliza,GO,Goiás,baliza
5203203,Barro Alto,GO,Goiás,barro alto
5203302,Bela Vista de Goiás,GO,Goiás,bela vista de goias
5203401,Bom Jardim de Goiás,GO,Goiás,bom jardim de goias
5203500,Bom Jesus de Goiás,GO,Goiás,bom jesus de goias
5203559,Bonfinópolis,GO,Goiás,bonfinopolis
5203575,Bonópolis,GO,Goiás,bonopolis
5203609,Brazabrantes,GO,Goiás,brazabrantes
5203807,Britânia,GO,Goiás,britania
5203906,Buriti Alegre,GO,Goiás,buriti alegre
5203939,Buriti de Goiás,GO,Goiás,buriti de goias
5203962,Buritinópolis,GO,Goiás,buritinopolis
5204003,Cabeceiras,GO,Goiás,cabeceiras
5204102,Cachoeira Alta,GO,Goiás,cachoeira alta
5204201,Cachoeira de Goiás,GO,Goiás,cachoeira de goias
5204250,Cachoeira Dourada,GO,Goiás,cachoeira dourada
5204300,Caçu,GO,Goiás,cacu
5204409,Caiapônia,GO,Goiás,caiaponia
5204508,Caldas Novas,GO,Goiás,caldas novas
5204557,Caldazinha,GO,Goiás,caldazinha
5204607,Campestre de Goiás,GO,Goiás,campestre de goias
5204656,Campinaçu,GO,Goiás,campinacu
5204706,Campinorte,GO,Goiás,campinorte
5204805,Campo Alegre de Goiás,GO,Goiás,campo alegre de goias
5204854,Campo Limpo de Goiás,GO,Goiás,campo limpo de goias
5204904,Campos Belos,GO,Goiás,campos belos
5204953,Campos Verdes,GO,Goiás,campos verdes
5205000,Carmo do Rio Verde,GO,Goiás,carmo do rio verde
5205059,Castelândia,GO,Goiás,castelandia
5205109,Catalão,GO,Goiás,catalao
5205208,Caturaí,GO,Goiás,caturai
5205307,Cavalcante,GO,Goiás,cavalcante
5205406,Ceres,GO,Goiás,ceres
5205455,Cezarina,GO,Goiás,cezarina
5205471,Chapadão do Céu,GO,Goiás,chapadao do ceu
5205497,Cidade Ocidental,GO,Goiás,cidade ocidental
5205513,Cocalzinho de Goiás,GO,Goiás,cocalzinho de goias
5205521,Colinas do Sul,GO,Goiás,colinas do sul
5205703,Córrego do Ouro,GO,Goiás,corrego do ouro
5205802,Corumbá de Goiás,GO,Goiás,corumba de goias
5205901,Corumbaíba,GO,Goiás,corumbaiba
5206206,Cristalina,GO,Goiás,cristalina
5206305,Cristianópolis,GO,Goiás,cristianopolis
5206404,Crixás,GO,Goiás,crixas
5206503,Cromínia,GO,Goiás,crominia
5206602,Cumari,GO,Goiás,cumari
5206701,Damianópolis,GO,Goiás,damianopolis
5206800,Damolândia,GO,Goiás,damolandia
5206909,Davinópolis,GO,Goiás,davinopolis
5207105,Diorama,GO,Goiás,diorama
5208301,Divinópolis de Goiás,GO,Goiás,divinopolis de goias
5207253,Doverlândia,GO,Goiás,doverlandia
5207352,Edealina,GO,Goiás,edealina
5207402,Edéia,GO,Goiás,edeia
5207501,Estrela do Norte,GO,Goiás,estrela do norte
5207535,Faina,GO,Goiás,faina
5207600,Fazenda Nova,GO,Goiás,fazenda nova
5207808,Firminópolis,GO,Goiás,firminopolis
5207907,Flores de Goiás,GO,Goiás,flores de goias
5208004,Formosa,GO,Goiás,formosa
5208103,Formoso,GO,Goiás,formoso
5208152,Gameleira de Goiás,GO,Goiás,gameleira de goias
5208400,Goianápolis,GO,Goiás,goianapolis
5208509,Goiandira,GO,Goiás,goiandira
5208608,Goianésia,GO,Goiás,goianesia
5208707,Goiânia,GO,Goiás,goiania
5208806,Goianira,GO,Goiás,goianira
5208905,Goiás,GO,Goiás,goias
5209101,Goiatuba,GO,Goiás,goiatuba
5209150,Gouvelândia,GO,Goiás,gouvelandia
5209200,Guapó,GO,Goiás,guapo
5209291,Guaraíta,GO,Goiás,guaraita
5209408,Guarani de Goiás,GO,Goiás,guarani de goias
5209457,Guarinos,GO,Goiás,guarinos
5209606,Heitoraí,GO,Goiás,heitorai
5209705,Hidrolândia,GO,Goiás,hidrolandia
5209804,Hidrolina,GO,Goiás,hidrolina
5209903,Iaciara,GO,Goiás,iaciara
5209937,Inaciolândia,GO,Goiás,inaciolandia
5209952,Indiara,GO,Goiás,indiara
5210000,Inhumas,GO,Goiás,inhumas
5210109,Ipameri,GO,Goiás,ipameri
5210158,Ipiranga de Goiás,GO,Goiás,ipiranga de goias
5210208,Iporá,GO,Goiás,ipora
5210307,Israelândia,GO,Goiás,israelandia
5210406,Itaberaí,GO,Goiás,itaberai
5210562,Itaguari,GO,Goiás,itaguari
5210604,Itaguaru,GO,Goiás,itaguaru
5210802,Itajá,GO,Goiás,itaja
5210901,Itapaci,GO,Goiás,itapaci
5211008,Itapirapuã,GO,Goiás,itapirapua
5211206,Itapuranga,GO,Goiás,itapuranga
5211305,Itarumã,GO,Goiás,itaruma
5211404,Itauçu,GO,Goiás,itaucu
5211503,Itumbiara,GO,Goiás,itumbiara
5211602,Ivolândia,GO,Goiás,ivolandia
5211701,Jandaia,GO,Goiás,jandaia
5211800,Jaraguá,GO,Goiás,jaragua
5211909,Jataí,GO,Goiás,jatai
5212006,Jaupaci,GO,Goiás,jaupaci
5212055,Jesúpolis,GO,Goiás,jesupolis
5212105,Joviânia,GO,Goiás,joviania
5212204,Jussara,GO,Goiás,jussara
5212253,Lagoa Santa,GO,Goiás,lagoa santa
5212303,Leopoldo de Bulhões,GO,Goiás,leopoldo de bulhoes
5212501,Luziânia,GO,Goiás,luziania
5212600,Mairipotaba,GO,Goiás,mairipotaba
5212709,Mambaí,GO,Goiás,mambai
5212808,Mara Rosa,GO,Goiás,mara rosa
5212907,Marzagão,GO,Goiás,marzagao
5212956,Matrinchã,GO,Goiás,matrincha
5213004,Maurilândia,GO,Goiás,maurilandia
5213053,Mimoso de Goiás,GO,Goiás,mimoso de goias
5213087,Minaçu,GO,Goiás,minacu
5213103,Mineiros,GO,Goiás,mineiros
5213400,Moiporá,GO,Goiás,moipora
5213509,Monte Alegre de Goiás,GO,Goiás,monte alegre de goias
5213707,Montes Claros de Goiás,GO,Goiás,montes claros de goias
5213756,Montividiu,GO,Goiás,montividiu
5213772,Montividiu do Norte,GO,Goiás,montividiu do norte
5213806,Morrinhos,GO,Goiás,morrinhos
5213855,Morro Agudo de Goiás,GO,Goiás,morro agudo de goias
5213905,Mossâmedes,GO,Goiás,mossamedes
5214002,Mozarlândia,GO,Goiás,mozarlandia
5214051,Mundo Novo,GO,Goiás,mundo novo
5214101,Mutunópolis,GO,Goiás,mutunopolis
5214408,Nazário,GO,Goiás,nazario
5214507,Nerópolis,GO,Goiás,neropolis
5214606,Niquelândia,GO,Goiás,niquelandia
5214705,Nova América,GO,Goiás,nova america
5214804,Nova Aurora,GO,Goiás,nova aurora
5214838,Nova Crixás,GO,Goiás,nova crixas
5214861,Nova Glória,GO,Goiás,nova gloria
5214879,Nova Iguaçu de Goiás,GO,Goiás,nova iguacu de goias
5214903,Nova Roma,GO,Goiás,nova roma
5215009,Nova Veneza,GO,Goiás,nova veneza
5215207,Novo Brasil,GO,Goiás,novo brasil
5215231,Novo Gama,GO,Goiás,novo gama
5215256,Novo Planalto,GO,Goiás,novo planalto
5215306,Orizona,GO,Goiás,orizona
5215405,Ouro Verde de Goiás,GO,Goiás,ouro verde de goias
5215504,Ouvidor,GO,Goiás,ouvidor
5215603,Padre Bernardo,GO,Goiás,padre bernardo
5215652,Palestina de Goiás,GO,Goiás,palestina de goias
5215702,Palmeiras de Goiás,GO,Goiás,palmeiras de goias
5215801,Palmelo,GO,Goiás,palmelo
5215900,Palminópolis,GO,Goiás,palminopolis
5216007,Panamá,GO,Goiás,panama
5216304,Paranaiguara,GO,Goiás,paranaiguara
5216403,Paraúna,GO,Goiás,parauna
5216452,Perolândia,GO,Goiás,perolandia
5216809,Petrolina de Goiás,GO,Goiás,petrolina de goias
5216908,Pilar de Goiás,GO,Goiás,pilar de goias
5217104,Piracanjuba,GO,Goiás,piracanjuba
5217203,Piranhas,GO,Goiás,piranhas
5217302,Pirenópolis,GO,Goiás,pirenopolis
5217401,Pires do Rio,GO,Goiás,pires do rio
5217609,Planaltina,GO,Goiás,planaltina
5217708,Pontalina,GO,Goiás,pontalina
5218003,Porangatu,GO,Goiás,porangatu
